00001740,nonshifter
00002325,nonshifter
00002573,nonshifter
00002724,nonshifter
00002942,nonshifter
00003133,nonshifter
00003316,nonshifter
00003443,nonshifter
00003662,nonshifter
00003826,nonshifter
00004032,nonshifter
00004227,nonshifter
00004492,nonshifter
00004605,nonshifter
00004819,nonshifter
00005041,nonshifter
00005526,nonshifter
00005815,nonshifter
00006100,nonshifter
00006238,nonshifter
00006523,nonshifter
00006697,nonshifter
00006802,nonshifter
00007012,nonshifter
00007193,nonshifter
00007328,nonshifter
00007549,nonshifter
00007739,nonshifter
00008055,nonshifter
00008195,nonshifter
00008299,nonshifter
00008435,nonshifter
00008595,nonshifter
00008792,nonshifter
00008970,nonshifter
00009140,nonshifter
00009485,nonshifter
00009624,nonshifter
00009877,nonshifter
00010428,nonshifter
00011544,nonshifter
00011691,nonshifter
00011845,nonshifter
00011975,nonshifter
00012130,nonshifter
00012260,nonshifter
00012427,nonshifter
00012606,nonshifter
00012746,nonshifter
00012847,nonshifter
00012937,nonshifter
00013165,shifter
00013321,nonshifter
00013608,nonshifter
00013851,nonshifter
00014027,nonshifter
00014194,nonshifter
00014398,nonshifter
00014542,nonshifter
00014735,nonshifter
00015156,nonshifter
00015296,nonshifter
00015491,nonshifter
00015706,nonshifter
00015799,nonshifter
00015939,nonshifter
00016176,nonshifter
00016373,nonshifter
00016566,nonshifter
00016695,nonshifter
00016848,nonshifter
00017024,nonshifter
00017275,nonshifter
00017524,nonshifter
00017667,nonshifter
00017858,nonshifter
00018151,nonshifter
00018398,nonshifter
00018519,nonshifter
00018806,nonshifter
00019175,nonshifter
00019441,nonshifter
00019785,shifter
00019975,nonshifter
00020126,nonshifter
00020252,nonshifter
00020442,nonshifter
00020664,nonshifter
00020919,nonshifter
00021058,nonshifter
00021547,nonshifter
00021672,nonshifter
00021819,nonshifter
00021990,nonshifter
00022092,nonshifter
00022309,shifter
00022679,nonshifter
00023237,nonshifter
00023373,nonshifter
00023466,nonshifter
00023639,nonshifter
00023861,nonshifter
00024040,nonshifter
00024272,nonshifter
00024642,nonshifter
00024807,nonshifter
00025027,nonshifter
00025196,nonshifter
00025503,nonshifter
00025647,nonshifter
00025978,nonshifter
00026146,nonshifter
00026378,nonshifter
00026727,nonshifter
00026934,nonshifter
00027057,nonshifter
00027261,nonshifter
00027563,nonshifter
00027698,nonshifter
00028003,nonshifter
00028160,nonshifter
00028355,nonshifter
00028558,nonshifter
00028869,nonshifter
00029018,nonshifter
00029207,nonshifter
00029329,nonshifter
00029511,nonshifter
00029623,nonshifter
00029735,nonshifter
00029829,nonshifter
00030003,nonshifter
00030135,nonshifter
00030359,nonshifter
00030456,shifter
00030640,shifter
00031061,nonshifter
00031174,nonshifter
00031270,nonshifter
00031411,nonshifter
00031533,nonshifter
00031656,nonshifter
00031813,nonshifter
00032290,nonshifter
00032407,nonshifter
00032532,nonshifter
00032771,nonshifter
00032974,nonshifter
00033196,nonshifter
00033399,nonshifter
00033592,nonshifter
00033845,nonshifter
00033948,nonshifter
00034108,nonshifter
00034281,nonshifter
00034627,nonshifter
00034751,nonshifter
00034941,nonshifter
00035082,nonshifter
00035252,nonshifter
00035441,nonshifter
00035596,nonshifter
00035769,nonshifter
00036171,nonshifter
00036355,nonshifter
00036678,nonshifter
00036773,nonshifter
00036925,nonshifter
00037131,nonshifter
00037291,nonshifter
00037507,nonshifter
00037673,nonshifter
00037772,nonshifter
00037912,nonshifter
00038078,nonshifter
00038400,nonshifter
00038562,nonshifter
00038834,nonshifter
00038980,nonshifter
00039098,nonshifter
00039201,nonshifter
00039393,nonshifter
00039537,nonshifter
00039663,nonshifter
00039815,nonshifter
00039919,nonshifter
00040084,nonshifter
00040497,nonshifter
00040659,nonshifter
00040937,nonshifter
00041148,nonshifter
00041285,nonshifter
00041418,nonshifter
00041597,nonshifter
00041748,nonshifter
00041904,nonshifter
00042095,nonshifter
00042210,nonshifter
00042372,nonshifter
00042523,nonshifter
00042667,nonshifter
00042809,nonshifter
00043009,nonshifter
00043211,nonshifter
00043414,nonshifter
00043643,nonshifter
00043768,nonshifter
00043880,nonshifter
00044528,nonshifter
00044795,nonshifter
00044876,nonshifter
00044971,nonshifter
00045077,nonshifter
00045263,nonshifter
00045370,nonshifter
00045548,shifter
00045739,nonshifter
00045868,nonshifter
