broider,nonshifter
broil,nonshifter
broker,nonshifter
bromate,nonshifter
brominate,nonshifter
bronze,nonshifter
brooch,nonshifter
brood,nonshifter
brook,nonshifter
broom,nonshifter
browbeat,nonshifter
brown,nonshifter
brown-nose,nonshifter
browse,nonshifter
bruise,shifter
bruit,nonshifter
brunch,nonshifter
brush,nonshifter
brush_aside,shifter
brush_down,nonshifter
brush_off,shifter
brush_on,nonshifter
brush_up,nonshifter
brutalise,nonshifter
brutalize,nonshifter
bubble,nonshifter
bubble_over,nonshifter
bubble_up,nonshifter
buccaneer,nonshifter
buck,nonshifter
buck_up,nonshifter
bucket,nonshifter
bucket_along,nonshifter
buckle,shifter
buckle_down,nonshifter
buckram,nonshifter
bud,nonshifter
budge,nonshifter
budget,nonshifter
budget_for,nonshifter
buff,nonshifter
buffalo,nonshifter
buffer,shifter
buffet,nonshifter
bug,nonshifter
bug_out,nonshifter
bugger,nonshifter
bugger_off,nonshifter
bugle,nonshifter
build,nonshifter
build_in,nonshifter
build_on,nonshifter
build_up,nonshifter
build_upon,nonshifter
bulge,nonshifter
bulge_out,nonshifter
bulk,nonshifter
bull,nonshifter
bull_through,nonshifter
bulldog,nonshifter
bulldoze,nonshifter
bulletin,nonshifter
bulletproof,nonshifter
bullshit,nonshifter
bully,nonshifter
bully_off,nonshifter
bullyrag,nonshifter
bulwark,nonshifter
bum,nonshifter
bum_about,nonshifter
bum_around,nonshifter
bumble,shifter
bump,shifter
bump_around,nonshifter
bump_off,shifter
bump_up,nonshifter
bunch,nonshifter
bunch_together,nonshifter
bunch_up,nonshifter
bunco,nonshifter
bundle,nonshifter
bundle_off,shifter
bundle_up,nonshifter
bung,nonshifter
bungle,shifter
bunk,nonshifter
bunk_down,nonshifter
bunk_off,nonshifter
bunker,nonshifter
bunt,nonshifter
buoy,nonshifter
buoy_up,nonshifter
bur,nonshifter
burble,nonshifter
burden,nonshifter
burgeon,nonshifter
burgeon_forth,nonshifter
burglarise,nonshifter
burglarize,nonshifter
burgle,nonshifter
burke,shifter
burl,nonshifter
burlesque,nonshifter
burn,shifter
burn_down,shifter
burn_off,shifter
burn_out,shifter
burn_up,shifter
burnish,nonshifter
burp,nonshifter
burr,nonshifter
burrow,nonshifter
burst,shifter
burst_forth,nonshifter
burst_out,nonshifter
burst_upon,nonshifter
